text,rt,key_press,block_duration,timing_post_trial,trial_id,trial_type,trial_index,time_elapsed,internal_node_id,exp_id,subject_ID,view_history,stimulus,possible_responses,stim_duration,exp_stage,stim,go_nogo_type,correct_response,current_trial,current_block,chosenStim,chosenCond,stimLeft,cond_left,stimRight,cond_right
,499,32,850,0,stim,poldrack-single-stim,14,61062,0.0-3.0-11.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,practice,blue_triangle,go2,32,3,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,15,62464,0.0-3.0-12.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,16,62966,0.0-3.0-13.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,603,32,850,0,stim,poldrack-single-stim,17,63818,0.0-3.0-14.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/green_pentagon.png'></img>,32,850,practice,green_pentagon,go1,32,4,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,18,65220,0.0-3.0-15.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,19,65722,0.0-3.0-16.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,20,66574,0.0-3.0-17.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/red_rhombus.png'></img>,32,850,practice,red_rhombus,nogo2,-1,5,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,21,67976,0.0-3.0-18.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,22,68477,0.0-3.0-19.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,23,69330,0.0-3.0-20.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/red_rhombus.png'></img>,32,850,practice,red_rhombus,nogo2,-1,6,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,24,70731,0.0-3.0-21.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,25,71232,0.0-3.0-22.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,26,72084,0.0-3.0-23.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_circle.png'></img>,32,850,practice,purple_circle,nogo1,-1,7,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,27,73486,0.0-3.0-24.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,28,73988,0.0-3.0-25.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,29,74840,0.0-3.0-26.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_circle.png'></img>,32,850,practice,purple_circle,nogo1,-1,8,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,30,76241,0.0-3.0-27.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,31,76743,0.0-3.0-28.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,32,77594,0.0-3.0-29.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_circle.png'></img>,32,850,practice,purple_circle,nogo1,-1,9,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,33,78996,0.0-3.0-30.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,34,79498,0.0-3.0-31.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,653,32,850,0,stim,poldrack-single-stim,35,80350,0.0-3.0-32.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/green_pentagon.png'></img>,32,850,practice,green_pentagon,go1,32,10,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,36,81751,0.0-3.0-33.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,37,82252,0.0-3.0-34.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,474,32,850,0,stim,poldrack-single-stim,38,83104,0.0-3.0-35.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/green_pentagon.png'></img>,32,850,practice,green_pentagon,go1,32,11,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,39,84506,0.0-3.0-36.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,40,85008,0.0-3.0-37.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,429,32,850,0,stim,poldrack-single-stim,41,85861,0.0-3.0-38.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,practice,blue_triangle,go2,32,12,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,42,87263,0.0-3.0-39.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,43,87764,0.0-3.0-40.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,374,32,850,0,stim,poldrack-single-stim,44,88616,0.0-3.0-41.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,practice,blue_triangle,go2,32,13,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,45,90018,0.0-3.0-42.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,46,90521,0.0-3.0-43.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,430,32,850,0,stim,poldrack-single-stim,47,91373,0.0-3.0-44.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,practice,blue_triangle,go2,32,14,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,48,92775,0.0-3.0-45.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,49,93276,0.0-3.0-46.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,50,94129,0.0-3.0-47.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/red_rhombus.png'></img>,32,850,practice,red_rhombus,nogo2,-1,15,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,51,95531,0.0-3.0-48.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,52,96032,0.0-3.0-49.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,498,32,850,0,stim,poldrack-single-stim,53,96883,0.0-3.0-50.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/green_pentagon.png'></img>,32,850,practice,green_pentagon,go1,32,16,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,54,98285,0.0-3.0-51.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,-1,-1,500,0,prompt_fixation,poldrack-single-stim,55,98787,0.0-3.0-52.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,practice,,,,,,,,,,,
,521,32,850,0,stim,poldrack-single-stim,56,99639,0.0-3.0-53.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,practice,blue_triangle,go2,32,17,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,57,101040,0.0-3.0-54.0,go_nogo_deval,432,,<div></div>,32,1400,practice,,,,,,,,,,,
,2970,13,2970,0,practice-no-stop-feedback,poldrack-single-stim,58,104012,0.0-4.0,go_nogo_deval,432,,<div class = centerbox><p class = block-text><br>Please take this time to read your feedback and to take a short break! Press enter to continue</p><p class = block-text><strong>Average reaction time:  494 ms. Accuracy: 89%</strong></p><p class = block-text>Done with this practice.</p></div>,13,2970,,,,,,,,,,,,
,37755,13,37755,0,main_stop_intro_phase3,poldrack-single-stim,59,141768,0.0-5.0,go_nogo_deval,432,,"<div class = centerbox><p class = block-text>We will now start the main phase of the experiment.<br><br>These trials are the same as the trials that you have just completed. <br><br>The rules for each shape are as follows:  <br><ul list-text><li>pentagon: spacebar</li><li>triangle: spacebar</li><li>circle: no response</li><li>rhombus: no response</li></ul></p><p class = block-text>Remember these rules before you proceed, as they will no longer be presented during the trial.</p><p class = block-text>Press <strong> enter</strong> to begin.</p></div>",13,37755,,,,,,,,,,,,
,989,13,989,0,practice-no-stop-feedback,poldrack-single-stim,60,142757,0.0-6.0-0.0,go_nogo_deval,432,,"<div class = centerbox><p class = block-text>We will now start with a test session. In this test, concentrate on responding quickly and accurately to each stimuli unless it requires no response.</p><p class = block-text>Press enter to continue.</p></div>",13,989,,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,61,143259,0.0-6.0-1.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,62,144110,0.0-6.0-2.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_circle.png'></img>,32,850,test,purple_circle,nogo1,-1,0,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,63,145512,0.0-6.0-3.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,64,146014,0.0-6.0-4.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,601,32,850,0,stim,poldrack-single-stim,65,146866,0.0-6.0-5.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/green_pentagon.png'></img>,32,850,test,green_pentagon,go1,32,1,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,66,148268,0.0-6.0-6.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,67,148770,0.0-6.0-7.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,422,32,850,0,stim,poldrack-single-stim,68,149622,0.0-6.0-8.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/green_pentagon.png'></img>,32,850,test,green_pentagon,go1,32,2,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,69,151024,0.0-6.0-9.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,70,151525,0.0-6.0-10.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,71,152376,0.0-6.0-11.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_circle.png'></img>,32,850,test,purple_circle,nogo1,-1,3,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,72,153778,0.0-6.0-12.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,73,154280,0.0-6.0-13.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,447,32,850,0,stim,poldrack-single-stim,74,155132,0.0-6.0-14.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,test,blue_triangle,go2,32,4,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,75,156534,0.0-6.0-15.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,76,157036,0.0-6.0-16.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,436,32,850,0,stim,poldrack-single-stim,77,157887,0.0-6.0-17.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,test,blue_triangle,go2,32,5,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,78,159289,0.0-6.0-18.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,79,159790,0.0-6.0-19.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,460,32,850,0,stim,poldrack-single-stim,80,160642,0.0-6.0-20.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/green_pentagon.png'></img>,32,850,test,green_pentagon,go1,32,6,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,81,162044,0.0-6.0-21.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,82,162546,0.0-6.0-22.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,461,32,850,0,stim,poldrack-single-stim,83,163398,0.0-6.0-23.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/green_pentagon.png'></img>,32,850,test,green_pentagon,go1,32,7,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,84,164798,0.0-6.0-24.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,85,165301,0.0-6.0-25.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,418,32,850,0,stim,poldrack-single-stim,86,166153,0.0-6.0-26.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/green_pentagon.png'></img>,32,850,test,green_pentagon,go1,32,8,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,87,167554,0.0-6.0-27.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,88,168056,0.0-6.0-28.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,418,32,850,0,stim,poldrack-single-stim,89,168908,0.0-6.0-29.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/green_pentagon.png'></img>,32,850,test,green_pentagon,go1,32,9,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,90,170309,0.0-6.0-30.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,91,170811,0.0-6.0-31.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,430,32,850,0,stim,poldrack-single-stim,92,171663,0.0-6.0-32.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/green_pentagon.png'></img>,32,850,test,green_pentagon,go1,32,10,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,93,173064,0.0-6.0-33.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,94,173566,0.0-6.0-34.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,95,174417,0.0-6.0-35.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_circle.png'></img>,32,850,test,purple_circle,nogo1,-1,11,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,96,175819,0.0-6.0-36.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,97,176321,0.0-6.0-37.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,479,32,850,0,stim,poldrack-single-stim,98,177172,0.0-6.0-38.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/green_pentagon.png'></img>,32,850,test,green_pentagon,go1,32,12,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,99,178573,0.0-6.0-39.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,100,179075,0.0-6.0-40.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,447,32,850,0,stim,poldrack-single-stim,101,179927,0.0-6.0-41.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/green_pentagon.png'></img>,32,850,test,green_pentagon,go1,32,13,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,102,181329,0.0-6.0-42.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,103,181830,0.0-6.0-43.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,471,32,850,0,stim,poldrack-single-stim,104,182682,0.0-6.0-44.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,test,blue_triangle,go2,32,14,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,105,184084,0.0-6.0-45.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,106,184586,0.0-6.0-46.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,471,32,850,0,stim,poldrack-single-stim,107,185438,0.0-6.0-47.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,test,blue_triangle,go2,32,15,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,108,186839,0.0-6.0-48.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,109,187340,0.0-6.0-49.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,110,188192,0.0-6.0-50.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_circle.png'></img>,32,850,test,purple_circle,nogo1,-1,16,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,111,189593,0.0-6.0-51.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,112,190095,0.0-6.0-52.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,113,190947,0.0-6.0-53.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_circle.png'></img>,32,850,test,purple_circle,nogo1,-1,17,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,114,192348,0.0-6.0-54.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,115,192849,0.0-6.0-55.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,590,32,850,0,stim,poldrack-single-stim,116,193700,0.0-6.0-56.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,test,blue_triangle,go2,32,18,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,117,195102,0.0-6.0-57.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,118,195604,0.0-6.0-58.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,501,32,850,0,stim,poldrack-single-stim,119,196456,0.0-6.0-59.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,test,blue_triangle,go2,32,19,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,120,197856,0.0-6.0-60.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,121,198358,0.0-6.0-61.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,122,199209,0.0-6.0-62.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_circle.png'></img>,32,850,test,purple_circle,nogo1,-1,20,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,123,200610,0.0-6.0-63.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,124,201112,0.0-6.0-64.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,449,32,850,0,stim,poldrack-single-stim,125,201963,0.0-6.0-65.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/blue_triangle.png'></img>,32,850,test,blue_triangle,go2,32,21,0,,,,,,
,93,32,1400,0,ITI,poldrack-single-stim,126,203365,0.0-6.0-66.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,127,203867,0.0-6.0-67.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,-1,-1,850,0,stim,poldrack-single-stim,128,204718,0.0-6.0-68.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/purple_circle.png'></img>,32,850,test,purple_circle,nogo1,-1,22,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,129,206119,0.0-6.0-69.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
,-1,-1,500,0,fixation,poldrack-single-stim,130,206620,0.0-6.0-70.0,go_nogo_deval,432,,<div class = centerbox><div class = fixation>+</div></div>,none,500,test,,,,,,,,,,,
,611,32,850,0,stim,poldrack-single-stim,131,207473,0.0-6.0-71.0,go_nogo_deval,432,,<img class = center src='/static/experiments/go_nogo_deval/images/red_rhombus.png'></img>,32,850,test,red_rhombus,nogo2,-1,23,0,,,,,,
,-1,-1,1400,0,ITI,poldrack-single-stim,132,208875,0.0-6.0-72.0,go_nogo_deval,432,,<div></div>,32,1400,test,,,,,,,,,,,
